# file: coastlines.data
#
# These data are derived from 'earthmap.c' (part of xephem), which in turn
# is derived from 'mapdata.c' (part of xearth).  'earthmap.c' and 'mapdata.c'
# include the following notice:
#
#  Copyright (C) 1989, 1990, 1993, 1994 Kirk Lauritz Johnson
#  Permission to use, copy, modify, distribute, and sell this
#  software and its documentation for any purpose is hereby granted
#  without fee, provided that the above copyright notice appear in
#  all copies and that both that copyright notice and this
#  permission notice appear in supporting documentation. The author
#  makes no representations about the suitability of this software
#  for any purpose. It is provided "as is" without express or
#  implied warranty.
#
#  THE AUTHOR DISCLAIMS ALL WARRANTIES WITH REGARD TO THIS SOFTWARE,
#  INCLUDING ALL IMPLIED WARRANTIES OF MERCHANTABILITY AND FITNESS,
#  IN NO EVENT SHALL THE AUTHOR BE LIABLE FOR ANY SPECIAL, INDIRECT
#  OR CONSEQUENTIAL DAMAGES OR ANY DAMAGES WHATSOEVER RESULTING FROM
#  LOSS OF USE, DATA OR PROFITS, WHETHER IN AN ACTION OF CONTRACT,
#  NEGLIGENCE OR OTHER TORTIOUS ACTION, ARISING OUT OF OR IN
#  CONNECTION WITH THE USE OR PERFORMANCE OF THIS SOFTWARE.

# The three columns are:
#   Longitude (degrees * 100)
#   Latitude (degrees * 100)
#   N (1: first point on a new land mass, 0 otherwise)
#
# Note that a few points (e.g., in far eastern Siberia) are assigned
# longitudes < -180 or > 180;  this allows these land masses to be drawn
# as polygons even if they cross the 180th meridian.

# The last point given for each land mass is the same as the first (except
# for Antarctica, which is circumpolar and thus cannot be rendered as a
# closed polygon on a Mercator projection).

# Long.  Lat. N
 16072   -879 0
 16083   -907 0
 16066   -833 0

-12379  -7406 1
-12411  -7379 0
-12490  -7366 0
-12555  -7341 0
-12721  -7334 0
-12620  -7377 0
-12458  -7412 0
-12379  -7406 0

 15963   -929 1
 15963   -951 0
 15979   -974 0
 16007   -981 0
 15963   -929 0

 11291   -689 1
 11275   -702 0
 11288   -717 0
 11316   -719 0
 11291   -689 0

 -6085  -5211 1
 -6053  -5215 0
 -6011  -5198 0
 -5974  -5182 0
 -6079  -5199 0
 -6085  -5211 0

 -9510   7561 1
 -9582   7543 0
 -9621   7524 0
 -9625   7497 0
 -9453   7465 0
 -9348   7503 0
 -9434   7556 0
 -9510   7561 0

 13103  -1187 1
 13124  -1173 0
 13147  -1151 0
 13136  -1125 0
 13103  -1187 0

 -6107   1082 1
 -6124   1080 0
 -6151   1069 0
 -6147   1034 0
 -6107   1082 0

-13516   5745 1
-13544   5744 0
-13540   5720 0
-13526   5692 0
-13516   5745 0

 13547   -163 1
 13569   -170 0
 13596   -179 0
 13625   -187 0
 13547   -163 0

 -7782   2689 1
 -7752   2682 0
 -7729   2662 0
 -7720   2641 0
 -7782   2689 0

 -6919  -6758 1
 -6875  -6771 0
 -6814  -6749 0
 -6790  -6725 0
 -6901  -6741 0
 -6919  -6758 0

 14088   7376 1
 14037   7350 0
 14012   7341 0
 14133   7336 0
 14331   7328 0
 14167   7389 0
 14088   7376 0

-13191   5322 1
-13233   5314 0
-13228   5299 0
-13204   5277 0
-13191   5322 0

 -8243   6295 1
 -8305   6289 0
 -8350   6279 0
 -8380   6252 0
 -8256   6240 0
 -8243   6295 0

 -9825   7872 1
 -9818   7846 0
 -9745   7816 0
 -9715   7790 0
 -9510   7806 0
 -9611   7857 0
 -9726   7876 0
 -9825   7872 0

 13751  -3605 1
 13789  -3585 0
 13767  -3570 0
 13743  -3559 0
 13751  -3605 0

  2301   7816 1
  2136   7815 0
  2144   7790 0
  2118   7754 0
  2256   7742 0
  2366   7746 0
  2301   7816 0

 15645   -664 1
 15655   -680 0
 15677   -700 0
 15697   -722 0
 15645   -664 0

  9788    104 1
  9767    123 0
  9745    147 0
  9719    143 0
  9788    104 0

 16129  -1025 1
 16144  -1037 0
 16161  -1059 0
 16185  -1073 0
 16129  -1025 0

-16360   5504 1
-16401   5499 0
-16444   5487 0
-16480   5463 0
-16326   5469 0
-16360   5504 0

 12325   1247 1
 12323   1210 0
 12344   1216 0
 12369   1201 0
 12325   1247 0

-11003   7811 1
-11100   7808 0
-11229   7799 0
-11319   7779 0
-11180   7736 0
-11050   7748 0
-11003   7811 0

 16673  -1485 1
 16657  -1476 0
 16662  -1513 0
 16666  -1543 0
 16673  -1485 0

  5335   1252 1
  5350   1241 0
  5377   1232 0
  5407   1235 0
  5335   1252 0

-13580   6899 1
-13520   6893 0
-13450   6880 0
-13451   6888 0
-13569   6922 0
-13580   6899 0

  1705   5734 1
  1692   5718 0
  1670   5691 0
  1647   5666 0
  1705   5734 0

  4825   6896 1
  4868   6876 0
  4945   6883 0
  5007   6905 0
  4876   6946 0
  4825   6896 0

-10455   7358 1
-10516   7372 0
-10620   7372 0
-10680   7352 0
-10546   7296 0
-10455   7358 0

 11627   -825 1
 11610   -843 0
 11597   -874 0
 11609   -888 0
 11627   -825 0

 -7614  -7117 1
 -7531  -7109 0
 -7446  -7100 0
 -7373  -7083 0
 -7486  -7075 0
 -7649  -7102 0
 -7614  -7117 0

 -5167   -106 1
 -5183   -133 0
 -5159   -131 0
 -5137   -109 0
 -5167   -106 0

  9925   -167 1
  9916   -144 0
  9903   -119 0
  9887    -96 0
  9925   -167 0

 -2581   7105 1
 -2636   7094 0
 -2718   7083 0
 -2789   7055 0
 -2636   7054 0
 -2581   7105 0

 10766   -258 1
 10760   -281 0
 10762   -310 0
 10788   -313 0
 10766   -258 0

-16633   5397 1
-16661   5393 0
-16692   5376 0
-16709   5356 0
-16633   5397 0

 13081      0 1
 13067     -4 0
 13035    -14 0
 13048    -31 0
 13081      0 0

 13450   -547 1
 13434   -568 0
 13433   -595 0
 13435   -619 0
 13450   -547 0

-16617   6040 1
-16655   6033 0
-16719   6017 0
-16694   5997 0
-16582   5989 0
-16617   6040 0

 -7467  -5277 1
 -7445  -5296 0
 -7409  -5307 0
 -7365  -5320 0
 -7467  -5277 0

 -8167   4590 1
 -8188   4587 0
 -8237   4591 0
 -8291   4590 0
 -8190   4560 0
 -8167   4590 0

 12438   -168 1
 12437   -190 0
 12462   -197 0
 12491   -191 0
 12438   -168 0

 13155   -716 1
 13138   -737 0
 13120   -762 0
 13112   -783 0
 13155   -716 0

 -7219  -5376 1
 -7246  -5365 0
 -7283  -5354 0
 -7312  -5345 0
 -7219  -5376 0

 -7818   2512 1
 -7820   2489 0
 -7829   2463 0
 -7810   2439 0
 -7818   2512 0

 12716   7243 1
 12796   7231 0
 12870   7212 0
 12940   7220 0
 12820   7257 0
 12672   7248 0
 12716   7243 0

  4798   8010 1
  4878   8021 0
  4963   8043 0
  5120   8062 0
  5019   8080 0
  4905   8057 0
  4773   8040 0
  4798   8010 0

  5905   6990 1
  5953   6980 0
  6021   6971 0
  6037   6994 0
  5918   7039 0
  5905   6990 0

 13543    -72 1
 13568    -85 0
 13584   -108 0
 13621   -114 0
 13543    -72 0

 -7668   2545 1
 -7638   2531 0
 -7618   2508 0
 -7622   2480 0
 -7668   2545 0

  1883   5789 1
  1848   5779 0
  1817   5754 0
  1825   5709 0
  1883   5789 0

 12587   -787 1
 12614   -789 0
 12644   -790 0
 12673   -775 0
 12587   -787 0

 15310  -2566 1
 15320  -2538 0
 15332  -2511 0
 15329  -2483 0
 15310  -2566 0

   315   3996 1
   293   3990 0
   252   3962 0
   280   3943 0
   315   3996 0

 12434   1014 1
 12410   1006 0
 12387    986 0
 12392    965 0
 12434   1014 0

 -2328   7284 1
 -2402   7286 0
 -2432   7264 0
 -2382   7245 0
 -2252   7222 0
 -2328   7284 0

 -7440  -7291 1
 -7533  -7289 0
 -7584  -7314 0
 -7565  -7340 0
 -7442  -7339 0
 -7440  -7291 0

 -7876  -7311 1
 -7789  -7293 0
 -7751  -7270 0
 -7789  -7252 0
 -7901  -7246 0
 -7876  -7311 0

 -7978   6239 1
 -8016   6220 0
 -8026   6191 0
 -7994   6166 0
 -7978   6239 0

 -9737   2719 1
 -9739   2703 0
 -9735   2674 0
 -9721   2630 0
 -9737   2719 0

 12265   -462 1
 12245   -473 0
 12237   -496 0
 12231   -525 0
 12265   -462 0

 -2480   7342 1
 -2548   7324 0
 -2485   7308 0
 -2346   7311 0
 -2480   7342 0

 14609   4446 1
 14592   4427 0
 14557   4386 0
 14581   4398 0
 14609   4446 0

 -7939   5639 1
 -7957   5626 0
 -7974   5596 0
 -7928   5601 0
 -7939   5639 0

 16358   5857 1
 16411   5878 0
 16461   5894 0
 16442   5916 0
 16343   5857 0
 16358   5857 0

-16788   5353 1
-16822   5351 0
-16848   5328 0
-16890   5295 0
-16791   5338 0
-16788   5353 0

  2285   5860 1
  2239   5857 0
  2196   5840 0
  2208   5805 0
  2314   5845 0
  2285   5860 0

 16770  -7766 1
 16899  -7760 0
 16895  -7740 0
 16757  -7735 0
 16656  -7763 0
 16770  -7766 0

-11077   7873 1
-11169   7859 0
-11301   7840 0
-11230   7832 0
-11099   7832 0
-10951   7838 0
-11077   7873 0

 -7895   2667 1
 -7877   2654 0
 -7846   2658 0
 -7803   2667 0
 -7895   2667 0

  5628   2696 1
  5611   2698 0
  5579   2688 0
  5542   2665 0
  5628   2696 0

  9647    240 1
  9635    253 0
  9612    270 0
  9583    286 0
  9647    240 0

 -8126   5321 1
 -8170   5319 0
 -8191   5300 0
 -8142   5286 0
 -8126   5321 0

 12538   -184 1
 12557   -192 0
 12587   -191 0
 12621   -185 0
 12538   -184 0

  1507   6827 1
  1558   6840 0
  1616   6850 0
  1640   6878 0
  1519   6843 0
  1507   6827 0

 13410   -618 1
 13414   -641 0
 13408   -664 0
 13419   -686 0
 13410   -618 0

 13634  -1421 1
 13649  -1422 0
 13680  -1427 0
 13683  -1415 0
 13634  -1421 0

 14962   4563 1
 15000   4583 0
 15029   4603 0
 15034   4616 0
 14948   4562 0
 14962   4563 0

 14741   -200 1
 14724   -200 0
 14696   -195 0
 14662   -207 0
 14741   -200 0

 16744  -1651 1
 16762  -1653 0
 16777  -1639 0
 16752  -1616 0
 16744  -1651 0

 12824   2683 1
 12804   2668 0
 12787   2654 0
 12771   2621 0
 12824   2683 0

 15543   5008 1
 15583   5024 0
 15609   5050 0
 15595   5066 0
 15543   5008 0

  1048   5554 1
   983   5547 0
  1001   5519 0
  1033   5506 0
  1048   5554 0

-13130   5595 1
-13156   5580 0
-13170   5555 0
-13144   5544 0
-13130   5595 0

-13418   5689 1
-13427   5672 0
-13414   5646 0
-13413   5618 0
-13418   5689 0

 12347   -125 1
 12324   -126 0
 12297   -118 0
 12287   -146 0
 12347   -125 0

 -6714  -5500 1
 -6755  -5492 0
 -6814  -5492 0
 -6811  -5512 0
 -6714  -5500 0

 15744   -798 1
 15728   -820 0
 15752   -832 0
 15779   -852 0
 15744   -798 0

 -1637   2851 1
 -1667   2838 0
 -1683   2825 0
 -1659   2804 0
 -1637   2851 0

 12744   -141 1
 12741   -159 0
 12764   -171 0
 12803   -164 0
 12744   -141 0

  -620   5847 1
  -651   5838 0
  -690   5820 0
  -695   5788 0
  -620   5847 0

-13323   5697 1
-13375   5703 0
-13375   5683 0
-13354   5651 0
-13323   5697 0

 -1415   2837 1
 -1433   2814 0
 -1434   2808 0
 -1401   2822 0
 -1415   2837 0

 12445   -816 1
 12444   -833 0
 12473   -840 0
 12506   -829 0
 12445   -816 0

 -2214   7295 1
 -2296   7304 0
 -2416   7298 0
 -2378   7289 0
 -2206   7276 0
 -2214   7295 0

 12830    201 1
 12850    209 0
 12866    233 0
 12855    257 0
 12830    201 0

 -9347   7775 1
 -9444   7776 0
 -9578   7773 0
 -9583   7750 0
 -9438   7746 0
 -9347   7775 0

  5560  -2089 1
  5530  -2093 0
  5531  -2119 0
  5556  -2134 0
  5560  -2089 0

 -5789  -6443 1
 -5745  -6436 0
 -5721  -6411 0
 -5773  -6392 0
 -5789  -6443 0

 -6423  -6470 1
 -6383  -6477 0
 -6309  -6461 0
 -6317  -6437 0
 -6423  -6470 0

 13034   -167 1
 13018   -172 0
 12984   -185 0
 13002   -201 0
 13034   -167 0

 -8307   2182 1
 -8305   2161 0
 -8297   2146 0
 -8263   2154 0
 -8307   2182 0

   886    375 1
   868    369 0
   850    344 0
   856    324 0
   886    375 0

-17422   5239 1
-17438   5224 0
-17498   5206 0
-17474   5203 0
-17422   5239 0

 -7527   2357 1
 -7512   2328 0
 -7507   2310 0
 -7489   2300 0
 -7527   2357 0

 12752    -30 1
 12737    -41 0
 12746    -71 0
 12776    -81 0
 12752    -30 0

 13747   5479 1
 13784   5472 0
 13803   5501 0
 13767   5514 0
 13747   5479 0

 -5634  -6342 1
 -5594  -6334 0
 -5531  -6334 0
 -5522  -6319 0
 -5640  -6328 0
 -5634  -6342 0

-12899   5329 1
-12901   5305 0
-12904   5285 0
-12871   5275 0
-12899   5329 0

 10303     83 1
 10287     95 0
 10260    106 0
 10246     94 0
 10303     83 0

 -3763  -7863 1
 -3855  -7858 0
 -4092  -7855 0
 -3994  -7860 0
 -3853  -7864 0
 -3763  -7863 0

  9067   2278 1
  9059   2261 0
  9070   2219 0
  9086   2236 0
  9067   2278 0

 -2019  -7485 1
 -2016  -7469 0
 -2049  -7429 0
 -2122  -7445 0
 -2019  -7485 0

 -4999     26 1
 -5028     21 0
 -5026      5 0
 -4994     -1 0
 -4999     26 0

-15218   5838 1
-15250   5841 0
-15292   5827 0
-15306   5809 0
-15218   5838 0

 16921   6988 1
 16835   6999 0
 16795   6980 0
 16865   6961 0
 16921   6988 0

 -1900   7675 1
 -1900   7659 0
 -1873   7612 0
 -1866   7632 0
 -1900   7675 0

 -7324  -4492 1
 -7302  -4483 0
 -7283  -4460 0
 -7301  -4443 0
 -7324  -4492 0

 17179    705 1
 17116    710 0
 17148    707 0
 17169    699 0
 17179    705 0

  5958   8047 1
  6097   8047 0
  6201   8075 0
  6041   8083 0
  5937   8068 0
  5958   8047 0

 -7367   2096 1
 -7343   2094 0
 -7309   2114 0
 -7330   2118 0
 -7367   2096 0

-13024   5388 1
-13005   5367 0
-12964   5340 0
-12966   5360 0
-13024   5388 0

 13013  -1181 1
 13048  -1175 0
 13039  -1145 0
 13022  -1142 0
 13013  -1181 0

 12683   3354 1
 12664   3353 0
 12628   3334 0
 12655   3324 0
 12683   3354 0

  7014   7305 1
  7127   7320 0
  7109   7339 0
  7027   7344 0
  7014   7305 0

-11781   7609 1
-11842   7594 0
-11896   7561 0
-11805   7570 0
-11781   7609 0

  5760  -2005 1
  5738  -2028 0
  5745  -2048 0
  5773  -2037 0
  5760  -2005 0

  3920   -607 1
  3934   -630 0
  3950   -627 0
  3938   -597 0
  3920   -607 0

 -4492   8214 1
 -4472   8240 0
 -4661   8263 0
 -4698   8242 0
 -4564   8220 0
 -4492   8214 0

 16598   5533 1
 16596   5520 0
 16621   5495 0
 16652   5485 0
 16598   5533 0

 -6875   5162 1
 -6904   5144 0
 -6886   5121 0
 -6849   5132 0
 -6875   5162 0

 12287  -1086 1
 12313  -1081 0
 12337  -1058 0
 12323  -1055 0
 12287  -1086 0

-10593   7772 1
-10573   7750 0
-10502   7720 0
-10470   7738 0
-10593   7772 0

 11309   7422 1
 11311   7446 0
 11201   7445 0
 11175   7425 0
 11309   7422 0

 -7517  -4867 1
 -7511  -4848 0
 -7537  -4812 0
 -7544  -4831 0
 -7517  -4867 0

-15653   2092 1
-15639   2065 0
-15608   2068 0
-15613   2087 0
-15653   2092 0

 -5891  -6220 1
 -5846  -6215 0
 -5783  -6200 0
 -5826  -6193 0
 -5891  -6220 0

 -7354   6800 1
 -7408   6807 0
 -7460   6805 0
 -7440   6781 0
 -7354   6800 0

  1934   5427 1
  1956   5433 0
  2010   5461 0
  1983   5457 0
  1934   5427 0

  2628   3936 1
  2595   3926 0
  2613   3912 0
  2647   3903 0
  2628   3936 0

-17247  -1379 1
-17225  -1375 0
-17229  -1351 0
-17264  -1351 0
-17247  -1379 0

 16784  -4673 1
 16767  -4713 0
 16811  -4708 0
 16808  -4688 0
 16784  -4673 0

  2814   3642 1
  2791   3632 0
  2775   3604 0
  2801   3606 0
  2814   3642 0

-11213   2528 1
-11216   2513 0
-11217   2485 0
-11216   2471 0
-11213   2528 0

 14822  -4023 1
 14828  -4008 0
 14805  -3980 0
 14785  -3986 0
 14822  -4023 0

 15044   -937 1
 15050   -957 0
 15080   -966 0
 15087   -953 0
 15044   -937 0

  1730   6911 1
  1789   6924 0
  1776   6951 0
  1720   6940 0
  1730   6911 0

 11320  -2610 1
 11314  -2593 0
 11300  -2560 0
 11294  -2570 0
 11320  -2610 0

 13089    -88 1
 13073    -97 0
 13077   -122 0
 13099   -126 0
 13089    -88 0

-14705   6032 1
-14727   6023 0
-14772   5991 0
-14745   5993 0
-14705   6032 0

 -7057  -5361 1
 -7075  -5384 0
 -7072  -5412 0
 -7052  -5400 0
 -7057  -5361 0

  4508   8060 1
  4625   8052 0
  4801   8069 0
  4739   8081 0
  4587   8068 0
  4508   8060 0

-11358   2957 1
-11354   2940 0
-11326   2912 0
-11324   2927 0
-11358   2957 0

-13048   5361 1
-13033   5346 0
-12994   5322 0
-12984   5334 0
-13048   5361 0

 12048   -577 1
 12045   -592 0
 12047   -630 0
 12053   -620 0
 12048   -577 0

 13915  -1674 1
 13928  -1669 0
 13960  -1650 0
 13942  -1644 0
 13915  -1674 0

 -9116  -7254 1
 -9149  -7272 0
 -9137  -7302 0
 -9103  -7302 0
 -9116  -7254 0

-10079  -7268 1
-10022  -7276 0
 -9922  -7275 0
 -9944  -7259 0
-10079  -7268 0

 -8043   2785 1
 -8038   2771 0
 -8023   2734 0
 -8026   2744 0
 -8043   2785 0

 12120   3178 1
 12134   3165 0
 12171   3150 0
 12165   3161 0
 12120   3178 0

 14996   -247 1
 15009   -257 0
 15036   -265 0
 15038   -246 0
 14996   -247 0

-15796   2170 1
-15813   2161 0
-15816   2141 0
-15783   2135 0
-15796   2170 0

 -7776   2424 1
 -7786   2406 0
 -7768   2380 0
 -7754   2390 0
 -7776   2424 0

 15080   -980 1
 15095  -1002 0
 15122  -1009 0
 15111   -996 0
 15080   -980 0

 15998  -1149 1
 16011  -1161 0
 16043  -1176 0
 16041  -1167 0
 15998  -1149 0

 12341   -826 1
 12335   -841 0
 12347   -855 0
 12376   -831 0
 12341   -826 0

 -7749   6326 1
 -7768   6339 0
 -7830   6346 0
 -7829   6326 0
 -7749   6326 0

  -625   5765 1
  -655   5749 0
  -608   5721 0
  -613   5742 0
  -625   5765 0

 -9705   2784 1
 -9717   2769 0
 -9734   2738 0
 -9728   2745 0
 -9705   2784 0

 12415   1401 1
 12411   1365 0
 12436   1366 0
 12433   1393 0
 12415   1401 0

 -1572   2782 1
 -1543   2783 0
 -1543   2810 0
 -1572   2807 0
 -1572   2782 0

  4326  -1142 1
  4324  -1162 0
  4335  -1185 0
  4345  -1178 0
  4326  -1142 0

-17402   5212 1
-17375   5205 0
-17321   5206 0
-17333   5211 0
-17402   5212 0

 -7571   3519 1
 -7553   3528 0
 -7547   3557 0
 -7547   3563 0
 -7571   3519 0

-12727   5242 1
-12751   5232 0
-12784   5209 0
-12766   5208 0
-12727   5242 0

-13315   5523 1
-13315   5506 0
-13285   5477 0
-13281   5485 0
-13315   5523 0

  9131   7989 1
  9258   7972 0
  9330   7996 0
  9156   8005 0
  9131   7989 0

 15320  -1135 1
 15333  -1149 0
 15361  -1160 0
 15361  -1149 0
 15320  -1135 0

 -8786   4741 1
 -8808   4747 0
 -8844   4717 0
 -8813   4724 0
 -8786   4741 0

  3972   -544 1
  3981   -533 0
  3985   -504 0
  3973   -498 0
  3972   -544 0

 -2089   7443 1
 -2177   7433 0
 -2138   7413 0
 -2041   7421 0
 -2089   7443 0

 13851   3831 1
 13836   3820 0
 13827   3793 0
 13844   3788 0
 13851   3831 0

 10315     90 1
 10301    105 0
 10274    112 0
 10276    101 0
 10315     90 0

 -8653   3040 1
 -8672   3040 0
 -8711   3035 0
 -8704   3035 0
 -8653   3040 0

 -8847   4817 1
 -8869   4811 0
 -8910   4794 0
 -8897   4790 0
 -8847   4817 0

  -260  -7100 1
  -227  -7080 0
  -318  -7068 0
  -310  -7094 0
  -260  -7100 0

  2221   7837 1
  2151   7858 0
  2051   7840 0
  2118   7822 0
  2221   7837 0

-15944   2222 1
-15971   2209 0
-15953   2191 0
-15932   2204 0
-15944   2222 0

 10171    205 1
 10147    203 0
 10148    178 0
 10171    181 0
 10171    205 0

-17173  -1404 1
-17154  -1403 0
-17157  -1390 0
-17192  -1383 0
-17173  -1404 0

 13309   -538 1
 13292   -580 0
 13302   -568 0
 13316   -543 0
 13309   -538 0

 -9113   7753 1
 -9064   7727 0
 -8975   7733 0
 -9026   7759 0
 -9113   7753 0

 -7535  -7015 1
 -7470  -7005 0
 -7520  -6984 0
 -7574  -7000 0
 -7535  -7015 0

 16730  -2082 1
 16713  -2076 0
 16713  -2101 0
 16739  -2108 0
 16730  -2082 0

  5891   2069 1
  5882   2057 0
  5866   2033 0
  5876   2030 0
  5891   2069 0

 -7868   6929 1
 -7920   6898 0
 -7875   6897 0
 -7836   6926 0
 -7868   6929 0

  1106   5486 1
  1125   5468 0
  1173   5471 0
  1149   5487 0
  1106   5486 0

 -6140   4764 1
 -6160   4758 0
 -6192   4734 0
 -6179   4738 0
 -6140   4764 0

-11246   2915 1
-11250   2893 0
-11228   2884 0
-11227   2917 0
-11246   2915 0

  1638   4319 1
  1658   4314 0
  1700   4312 0
  1697   4315 0
  1638   4319 0

 12206    673 1
 12189    663 0
 12204    643 0
 12223    662 0
 12206    673 0

 12297   1312 1
 12303   1299 0
 12327   1279 0
 12328   1282 0
 12297   1312 0

  7726   7229 1
  7811   7241 0
  7787   7259 0
  7714   7244 0
  7726   7229 0

 -7453  -4862 1
 -7467  -4830 0
 -7485  -4843 0
 -7481  -4863 0
 -7453  -4862 0

 -7564   2457 1
 -7544   2421 0
 -7536   2426 0
 -7556   2451 0
 -7564   2457 0

-10303   7630 1
-10406   7621 0
-10390   7605 0
-10274   7614 0
-10303   7630 0

-10443   7540 1
-10477   7519 0
-10401   7507 0
-10382   7532 0
-10443   7540 0

  5516   8095 1
  5692   8077 0
  5691   8091 0
  5520   8106 0
  5516   8095 0

 -6084  -6263 1
 -6018  -6266 0
 -6017  -6252 0
 -6088  -6253 0
 -6084  -6263 0

 -9806   7409 1
 -9904   7396 0
 -9883   7384 0
 -9786   7397 0
 -9806   7409 0

 -7393   2263 1
 -7413   2230 0
 -7400   2235 0
 -7385   2261 0
 -7393   2263 0

 -6117   1473 1
 -6096   1450 0
 -6088   1466 0
 -6104   1482 0
 -6117   1473 0

  -139   6045 1
  -142   6021 0
  -120   6010 0
  -112   6041 0
  -139   6045 0

 -2573   3779 1
 -2536   3772 0
 -2527   3783 0
 -2568   3786 0
 -2573   3779 0

-10442   7664 1
-10445   7645 0
-10346   7636 0
-10373   7657 0
-10442   7664 0

-14953  -1774 1
-14927  -1778 0
-14930  -1764 0
-14955  -1756 0
-14953  -1774 0

 -8424   6605 1
 -8369   6572 0
 -8373   6588 0
 -8424   6605 0

 10051  -6567 1
 10089  -6565 0
 10108  -6544 0
 10040  -6553 0
 10051  -6567 0

  6305   8074 1
  6480   8098 0
  6324   8094 0
  6305   8074 0

-13239   5635 1
-13261   5620 0
-13227   5600 0
-13232   5621 0
-13239   5635 0

  1318   5429 1
  1354   5430 0
  1344   5456 0
  1322   5447 0
  1318   5429 0

  5790   8012 1
  5854   8027 0
  5782   8046 0
  5731   8024 0
  5790   8012 0

 -7524  -5042 1
 -7494  -5022 0
 -7517  -5012 0
 -7533  -5031 0
 -7524  -5042 0

 12958   2844 1
 12928   2831 0
 12935   2820 0
 12962   2839 0
 12958   2844 0

 -7180  -5390 1
 -7211  -5395 0
 -7197  -5420 0
 -7178  -5407 0
 -7180  -5390 0

  -573   5648 1
  -612   5658 0
  -618   5638 0
  -581   5635 0
  -573   5648 0

-17645  -4404 1
-17638  -4381 0
-17642  -4372 0
-17666  -4383 0
-17645  -4404 0

 -6437   1101 1
 -6397   1099 0
 -6418   1105 0
 -6437   1101 0

 -8671   6821 1
 -8673   6786 0
 -8639   6802 0
 -8671   6821 0

  1614  -7014 1
  1626  -6999 0
  1562  -6991 0
  1568  -7013 0
  1614  -7014 0

 12679    452 1
 12676    417 0
 12689    433 0
 12679    452 0

 10230    131 1
 10229    103 0
 10245    106 0
 10230    131 0

 -6205  -6969 1
 -6205  -6932 0
 -6216  -6951 0
 -6205  -6969 0

 -8055   6972 1
 -8026   6958 0
 -7966   6967 0
 -8004   6977 0
 -8055   6972 0

 10249    146 1
 10218    154 0
 10241    136 0
 10249    146 0

  2931   6213 1
  2907   6207 0
  2903   6184 0
  2939   6196 0
  2931   6213 0

 14396  -4010 1
 14403  -3976 0
 14387  -3996 0
 14396  -4010 0

 15253   -900 1
 15283   -913 0
 15272   -897 0
 15253   -900 0

 17266   5289 1
 17318   5284 0
 17290   5299 0
 17266   5289 0

  2215   7047 1
  2296   7067 0
  2235   7063 0
  2215   7047 0

 12097    597 1
 12129    592 0
 12121    604 0
 12097    597 0

  9373    717 1
  9379    687 0
  9390    705 0
  9373    717 0

 12213   1266 1
 12200   1233 0
 12212   1253 0
 12213   1266 0

 -1345   2920 1
 -1372   2899 0
 -1351   2901 0
 -1345   2920 0

-15724   2115 1
-15687   2111 0
-15700   2119 0
-15724   2115 0

 10462    113 1
 10436    112 0
 10452     94 0
 10462    113 0

 12564   1045 1
 12560   1010 0
 12567   1027 0
 12564   1045 0

 13589   7545 1
 13590   7573 0
 13560   7573 0
 13551   7548 0
 13589   7545 0

 -7487  -5105 1
 -7464  -5104 0
 -7449  -5085 0
 -7478  -5092 0
 -7487  -5105 0

 16839  -1756 1
 16826  -1773 0
 16853  -1775 0
 16839  -1756 0

 -6253  -6446 1
 -6220  -6416 0
 -6250  -6428 0
 -6253  -6446 0

 -6471   6162 1
 -6521   6163 0
 -6488   6143 0
 -6471   6162 0

 16823  -1594 1
 16819  -1561 0
 16814  -1574 0
 16823  -1594 0

  2055   3845 1
  2044   3831 0
  2058   3815 0
  2064   3832 0
  2055   3845 0

  1432   4517 1
  1440   4483 0
  1441   4502 0
  1432   4517 0

 -7043  -5489 1
 -7081  -5497 0
 -7062  -5511 0
 -7044  -5503 0
 -7043  -5489 0

 -8508   6600 1
 -8486   6569 0
 -8477   6587 0
 -8508   6600 0

  1474   4470 1
  1505   4444 0
  1489   4460 0
  1474   4470 0

 -9039    -51 1
 -9044    -70 0
 -9021    -62 0
 -9039    -51 0

 -1290    757 1
 -1260    750 0
 -1273    763 0
 -1290    757 0

 14320   -842 1
 14348   -860 0
 14335   -848 0
 14320   -842 0

 14778   -554 1
 14796   -576 0
 14797   -556 0
 14778   -554 0

  2598   3856 1
  2597   3828 0
  2614   3840 0
  2598   3856 0

 -7329   1892 1
 -7298   1880 0
 -7314   1894 0
 -7329   1892 0

 -9982   8014 1
 -9938   7986 0
 -9905   8007 0
 -9982   8014 0

 16920  -1873 1
 16901  -1875 0
 16923  -1893 0
 16920  -1873 0

 15209   4706 1
 15193   4689 0
 15226   4714 0
 15209   4706 0

  1973   3979 1
  1990   3950 0
  1990   3969 0
  1973   3979 0

 -6163   1602 1
 -6161   1628 0
 -6177   1619 0
 -6163   1602 0

